date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:31	1044/1044	---M--	200	added ('OK')	application/javascript	etag:%22dc35b3df10d01:0%22	http://www.samomatky.cz/wp-content/plugins/wp-shortcode/js/wp-shortcode.js?ver=4.0	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/plugins/wp-shortcode/js/wp-shortcodef9b8.js	(from http://www.samomatky.cz/)
14:06:31	33050/33050	---M--	200	added ('OK')	text/xml	etag:%2207270b027fe95f6f8f3e494ac977c653%22	http://www.samomatky.cz/?feed=rss2	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexd784.html	(from http://www.samomatky.cz/)
14:06:32	733/733	---M--	200	added ('OK')	text/xml	date:Thu,%2009%20Jun%202016%2012:06:33%20GMT	http://www.samomatky.cz/xmlrpc.php?rsd	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/xmlrpc0db0.php	(from http://www.samomatky.cz/)
14:06:33	1045/1045	---M--	200	added ('OK')	text/xml	etag:%220c49caea1f6ce1:0%22	http://www.samomatky.cz/wp-includes/wlwmanifest.xml	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-includes/wlwmanifest.xml	(from http://www.samomatky.cz/)
14:06:35	14173/14173	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:35%20GMT	http://www.samomatky.cz/?page_id=13	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index1df3.html	(from http://www.samomatky.cz/)
14:06:35	17934/17934	---M--	200	added ('OK')	image/jpeg	etag:%222450ea39b1a7d01:0%22	http://www.samomatky.cz/wp-content/uploads/2015/06/single-mom-389x200.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2015/06/single-mom-389x200.jpg	(from http://www.samomatky.cz/)
14:06:35	95807/95807	---M--	200	added ('OK')	application/javascript	etag:%22016ba9ae065cf1:0%22	http://www.samomatky.cz/wp-includes/js/jquery/jquery.js?ver=1.11.1	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-includes/js/jquery/jquery90f9.js	(from http://www.samomatky.cz/)
14:06:36	4840/4840	---M--	200	added ('OK')	image/jpeg	etag:%2237e2bc389138d01:0%22	http://www.samomatky.cz/wp-content/uploads/2015/01/cunda.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2015/01/cunda.jpg	(from http://www.samomatky.cz/)
14:06:37	12911/12911	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:38%20GMT	http://www.samomatky.cz/?page_id=2	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexba53.html	(from http://www.samomatky.cz/)
14:06:38	5006/5006	---M--	200	added ('OK')	image/png	etag:%22c23a641ff6fd01:0%22	http://www.samomatky.cz/wp-content/themes/dualshock/images/nothumb.png	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/themes/dualshock/images/nothumb.png	(from http://www.samomatky.cz/)
14:06:39	11895/11895	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:39%20GMT	http://www.samomatky.cz/?page_id=56	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexd7ad.html	(from http://www.samomatky.cz/)
14:06:40	23968/23968	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:39%20GMT	http://www.samomatky.cz/wordpress/	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wordpress/index.html	(from http://www.samomatky.cz/)
14:06:41	12139/12139	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:41%20GMT	http://www.samomatky.cz/?page_id=60	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexe0eb.html	(from http://www.samomatky.cz/)
14:06:42	16666/16666	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:42%20GMT	http://www.samomatky.cz/?p=98	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexb6ad.html	(from http://www.samomatky.cz/)
14:06:43	29192/29192	---M--	200	added ('OK')	image/jpeg	etag:%2286a3ed4b729d01:0%22	http://www.samomatky.cz/wp-content/uploads/2015/01/pslogo1-450x200.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2015/01/pslogo1-450x200.jpg	(from http://www.samomatky.cz/)
14:06:44	23789/23789	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:43%20GMT	http://www.samomatky.cz/?author=1	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexcd64.html	(from http://www.samomatky.cz/)
14:06:44	14059/14059	---M--	200	added ('OK')	image/jpeg	etag:%22d0108f4e428d01:0%22	http://www.samomatky.cz/wp-content/uploads/2015/01/signle-220x200.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2015/01/signle-220x200.jpg	(from http://www.samomatky.cz/)
14:06:45	16032/16032	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:45%20GMT	http://www.samomatky.cz/?cat=1	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexb31a.html	(from http://www.samomatky.cz/)
14:06:46	8688/8688	---M--	200	added ('OK')	image/jpeg	etag:%228becd83f228d01:0%22	http://www.samomatky.cz/wp-content/uploads/2014/12/dotaznik.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2014/12/dotaznik.jpg	(from http://www.samomatky.cz/)
14:06:47	18161/18161	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:47%20GMT	http://www.samomatky.cz/?p=79	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index6ffe.html	(from http://www.samomatky.cz/)
14:06:48	12616/12616	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:49%20GMT	http://www.samomatky.cz/?cat=15	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/indexb5e7.html	(from http://www.samomatky.cz/)
14:06:50	22790/22790	---M--	200	added ('OK')	image/jpeg	etag:%2271f1fe4911bd01:0%22	http://www.samomatky.cz/wp-content/uploads/2014/12/leknikn-450x200.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2014/12/leknikn-450x200.jpg	(from http://www.samomatky.cz/)
14:06:50	18691/18691	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:50%20GMT	http://www.samomatky.cz/?p=70	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index3f3a.html	(from http://www.samomatky.cz/)
14:06:51	103789/103789	---M--	200	added ('OK')	image/png	etag:%227349989eb028d01:0%22	http://www.samomatky.cz/wp-content/uploads/2014/12/cooking-450x200.png	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2014/12/cooking-450x200.png	(from http://www.samomatky.cz/)
14:06:51	15499/15499	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:52%20GMT	http://www.samomatky.cz/?p=64	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index8cd4.html	(from http://www.samomatky.cz/)
14:06:53	12752/12752	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:53%20GMT	http://www.samomatky.cz/?cat=3	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index81ea.html	(from http://www.samomatky.cz/)
14:06:53	35759/35759	---M--	200	added ('OK')	image/jpeg	etag:%22c255d3d46010d01:0%22	http://www.samomatky.cz/wp-content/uploads/2014/12/svetpanenka-450x200.jpg	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-content/uploads/2014/12/svetpanenka-450x200.jpg	(from http://www.samomatky.cz/)
14:06:54	17157/17157	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:55%20GMT	http://www.samomatky.cz/?p=44	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index49b1.html	(from http://www.samomatky.cz/)
14:06:55	2659/2659	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:56%20GMT	http://www.samomatky.cz/wp-login.php	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/wp-login.html	(from http://www.samomatky.cz/)
14:06:57	15166/15166	---M--	200	added ('OK')	text/html	date:Thu,%2009%20Jun%202016%2012:06:58%20GMT	http://www.samomatky.cz/?p=40	D:/My%20Web%20Sites/samomatky/www.samomatky.cz/index3ba0.html	(from http://www.samomatky.cz/)
